p,p_defect,defect_coordinate,defect_type,distance,rounds,shots,errors,ler_shot,ler_round,noise_model
0.00263665089873036,0.0,"(4, 4)",center data,7,3,50000,257,0.00514,0.001713333333,homogeneous-defect
0.00263665089873036,0.05,"(4, 4)",center data,7,3,50000,341,0.00682,0.002273333333,homogeneous-defect
0.00263665089873036,0.25,"(4, 4)",center data,7,3,50000,487,0.00974,0.003246666667,homogeneous-defect
0.00263665089873036,0.5,"(4, 4)",center data,7,3,50000,499,0.00998,0.003326666667,homogeneous-defect
0.00263665089873036,0.75,"(4, 4)",center data,7,3,50000,568,0.01136,0.003786666667,homogeneous-defect
0.00335981828628378,0.0,"(4, 4)",center data,7,3,50000,522,0.01044,0.00348,homogeneous-defect
0.00335981828628378,0.05,"(4, 4)",center data,7,3,50000,666,0.01332,0.00444,homogeneous-defect
0.00335981828628378,0.25,"(4, 4)",center data,7,3,50000,906,0.01812,0.00604,homogeneous-defect
0.00335981828628378,0.5,"(4, 4)",center data,7,3,50000,967,0.01934,0.006446666667,homogeneous-defect
0.00335981828628378,0.75,"(4, 4)",center data,7,3,50000,973,0.01946,0.006486666667,homogeneous-defect
0.0042813323987194,0.0,"(4, 4)",center data,7,3,50000,1015,0.0203,0.006766666667,homogeneous-defect
0.0042813323987194,0.05,"(4, 4)",center data,7,3,50000,1317,0.02634,0.00878,homogeneous-defect
0.0042813323987194,0.25,"(4, 4)",center data,7,3,50000,1690,0.0338,0.01126666667,homogeneous-defect
0.0042813323987194,0.5,"(4, 4)",center data,7,3,50000,1753,0.03506,0.01168666667,homogeneous-defect
0.0042813323987194,0.75,"(4, 4)",center data,7,3,50000,1886,0.03772,0.01257333333,homogeneous-defect
0.00545559478116852,0.0,"(4, 4)",center data,7,3,50000,2062,0.04124,0.01374666667,homogeneous-defect
0.00545559478116852,0.05,"(4, 4)",center data,7,3,50000,2460,0.0492,0.0164,homogeneous-defect
0.00545559478116852,0.25,"(4, 4)",center data,7,3,50000,3056,0.06112,0.02037333333,homogeneous-defect
0.00545559478116852,0.5,"(4, 4)",center data,7,3,50000,3286,0.06572,0.02190666667,homogeneous-defect
0.0069519279617756,0.0,"(4, 4)",center data,7,3,50000,3967,0.07934,0.02644666667,homogeneous-defect
0.00545559478116852,0.75,"(4, 4)",center data,7,3,50000,3251,0.06502,0.02167333333,homogeneous-defect
0.0069519279617756,0.05,"(4, 4)",center data,7,3,50000,4557,0.09114,0.03038,homogeneous-defect
0.0069519279617756,0.25,"(4, 4)",center data,7,3,50000,5418,0.10836,0.03612,homogeneous-defect
0.0069519279617756,0.5,"(4, 4)",center data,7,3,50000,5731,0.11462,0.03820666667,homogeneous-defect
0.0069519279617756,0.75,"(4, 4)",center data,7,3,50000,5714,0.11428,0.03809333333,homogeneous-defect
0.00885866790410082,0.0,"(4, 4)",center data,7,3,50000,7082,0.14164,0.04721333333,homogeneous-defect
0.00885866790410082,0.05,"(4, 4)",center data,7,3,50000,7828,0.15656,0.05218666667,homogeneous-defect
